Ticker,Continent,Currency,Exchange,Name,Type
ABGLY,America,USD,PNK,African Barrick Gold plc,Stock
ETFC,America,USD,NMS,E*TRADE Financial Corporation,Stock
SSNT,America,USD,OBB,"SilverSun Technologies, Inc.",Stock
BRFH,America,USD,PNK,Barfresh Food Group Inc,Stock
LSG,America,USD,ASE,Lake Shore Gold Corp.,Stock
PHARM.AS,Europe,EUR,AMS,PHARMING GROUP,Stock
XX.V,America,CAD,VAN,Avante Logixx Inc.,Stock
OFG-PD,America,USD,NYQ,OFG Bancorp 7.125% Non-Cumulati,Stock
WDAY,America,USD,NYQ,"Workday, Inc.",Stock
MGNX,America,USD,NMS,"MacroGenics, Inc.",Stock
EFH.TO,America,CAD,TOR,EGI Financial Holdings Inc,Stock
VKSC,America,USD,PNK,Viskase Companies Inc.,Stock
TNET.BR,Europe,EUR,BRU,Telenet Group Holding NV,Stock
DBK.F,Europe,EUR,FRA,DEUTSCHE BANK N,Stock
CTPZY,America,USD,PNK,CTEEP - Companhia de Transmisṣo de Energia El̩trica Paulista,Stock
STC,America,USD,NYQ,Stewart Information Services Corporation,Stock
STB,America,USD,NMS,"Student Transportation, Inc.",Stock
BZZUY,America,USD,PNK,Buzzi Unicem SpA,Stock
TYCHE.BO,Asia,INR,BSE,Tyche Industries Ltd,Stock
STO,America,USD,NYQ,Statoil ASA,Stock
SPR.DE,Europe,EUR,GER,Axel Springer AG,Stock
STM,America,USD,NYQ,STMicroelectronics NV,Stock
STL,America,USD,NYQ,Sterling Bancorp.,Stock
STK,America,USD,NYQ,Columbia Seligman Premium Techn,Stock
STJ,America,USD,NYQ,St. Jude Medical Inc.,Stock
STI,America,USD,NYQ,"SunTrust Banks, Inc.",Stock
MNF.AX,Asia,AUD,ASX,My Net Fone Limited,Stock
HBNK,America,USD,NGM,"Hampden Bancorp, Inc.",Stock
2352.TW,Asia,TWD,TAI,QISDA CORPORATION TWD10,Stock
RBI.VI,Europe,EUR,VIE,RAIFF BANK INTER,Stock
STR,America,USD,NYQ,Questar Corporation,Stock
HBNC,America,USD,NMS,Horizon Bancorp,Stock
VL2.F,Europe,EUR,FRA,NUSTAR GP HOLDINGS,Stock
SWBC,America,USD,PNK,Sunwest Bank,Stock
STZ,America,USD,NYQ,Constellation Brands Inc.,Stock
STX,America,USD,NMS,Seagate Technology Public Limited Company,Stock
AVLRF,America,USD,PNK,Avala Resources Ltd.,Stock
SMANP,America,USD,PNK,SMAN CAP TR I,Stock
BSKS,America,USD,PNK,"Bluesky Systems Holdings, Inc",Stock
TQNT,America,USD,NMS,"TriQuint Semiconductor, Inc.",Stock
PEBO,America,USD,NMS,Peoples Bancorp Inc.,Stock
VICP-A.ST,Europe,SEK,STO,VICTORIA PARK -A-,Stock
TLKM.JK,Asia,IDR,JKT,Telekomunikasi Indonesia (Perse,Stock
URBDF,America,USD,PNK,"Urbi, Desarrollos Urbanos, S.A.B. de C.V.",Stock
ALYE,America,USD,PNK,"Aly Energy Services, Inc.",Stock
HERO,America,USD,NMS,"Hercules Offshore, Inc.",Stock
CQB,America,USD,NYQ,Chiquita Brands International Inc.,Stock
CCV.TO,America,CAD,TOR,CounterPath Corporation,Stock
KIN,America,USD,NCM,"Kindred Biosciences, Inc.",Stock
KIO,America,USD,NYQ,KKR Income Opportunities Fund C,Stock
ALYI,America,USD,PNK,Alternet Systems Inc.,Stock
TPGRF,America,USD,PNK,TAPANGO RES LTD,Stock
NSEC,America,USD,NGM,National Security Group Inc.,Stock
U10.SI,Asia,SGD,SES,UOB-Kay Hian Holdings Limited,Stock
MONV.DE,Europe,EUR,GER,Novavisions AG,Stock
TIVO,America,USD,NMS,TiVo Inc.,Stock
IM8N.F,Europe,EUR,FRA,INSMED,Stock
MDV.V,America,CAD,VAN,Megastar Development Corp.,Stock
LWAY,America,USD,NGM,Lifeway Foods Inc.,Stock
MOR.DE,Europe,EUR,GER,Morphosys AG,Stock
AMKAF,America,USD,PNK,A.P. M,Stock
WYNN,America,USD,NMS,Wynn Resorts Ltd.,Stock
NXJ.TO,America,CAD,TOR,NexJ Systems Inc.,Stock
NB.V,America,CAD,VAN,NioCorp Developments Ltd.,Stock
3090-OL.HK,Asia,HKD,HKG,X XIE KOREA,Stock
HYG.TO,America,CAD,TOR,Hydrogenics Corporation,Stock
TYIDF,America,USD,PNK,Toyota Industries Corporation,Stock
DPSTF,America,USD,PNK,Deutsche Post AG,Stock
DRAD,America,USD,NGM,Digirad Corporation,Stock
EFR.TO,America,CAD,TOR,Energy Fuels Inc.,Stock
ARLUF,America,USD,PNK,Aristocrat Leisure Ltd.,Stock
GOV400.NZ,Asia,NZD,NZE,GOV 15/03/19 5.00% - New Zealan,Stock
DRAM,America,USD,NCM,Dataram Corporation,Stock
MYRG,America,USD,NMS,"MYR Group, Inc.",Stock
SPNO.CO,Europe,DKK,CPH,SPAR BANK NORD,Stock
NEX.PA,Europe,EUR,PAR,Nexans  Soci,Stock
YUII,America,USD,PNK,"Yuhe International, Inc.",Stock
GOL,America,USD,NYQ,GOL Linhas A,Stock
JAZ.MC,Europe,EUR,MCE,JAZZTEL,Stock
COCO,America,USD,NMS,Corinthian Colleges Inc.,Stock
MTX.MU,Europe,EUR,MUN,MTU AERO ENGINES N,Stock
ARCP,America,USD,NMS,"American Realty Capital Properties, Inc.",Stock
ARCW,America,USD,NCM,"ARC Group Worldwide, Inc.",Stock
ASOMF,America,USD,PNK,ASOS plc,Stock
ARCX,America,USD,NYQ,Arc Logistics Partners LP,Stock
TMP,America,USD,ASE,Tompkins Financial Corporation,Stock
AMCRY,America,USD,PNK,Amcor Limited,Stock
ARCB,America,USD,NMS,ArcBest Corporation,Stock
TMK,America,USD,NYQ,Torchmark Corporation,Stock
MCR.AX,Asia,AUD,ASX,Mincor Resources NL,Stock
TMH,America,USD,NYQ,"Team Health Holdings, Inc.",Stock
HGKGY,America,USD,PNK,Power Assets Holdings Limited,Stock
ARCI,America,USD,NCM,Appliance Recycling Centers of America Inc.,Stock
ARCO,America,USD,NYQ,Arcos Dorados Holdings Inc. Cla,Stock
J91U.SI,Asia,SGD,SES,Cambridge Industrial Trust,Stock
JAMTF,America,USD,PNK,Jagercor Energy Corp.,Stock
BMIX,America,USD,PNK,"Brazil Minerals, Inc.",Stock
NULGF,America,USD,PNK,NuLegacy Gold Corporation,Stock
KMR,America,USD,NYQ,Kinder Morgan Management LLC,Stock
WHLM,America,USD,NCM,"Wilhelmina International, Inc.",Stock
ATS.VI,Europe,EUR,VIE,AT&S; AUSTRIA TECH,Stock
BU.TO,America,CAD,TOR,Burcon Nutrascience Corporation,Stock
APAFF,America,USD,PNK,Vanadiumcorp Resource Inc.,Stock
CTGSP,America,USD,PNK,CONN NAT GAS 8.00 PF,Stock
KKOYF,America,USD,PNK,Kesko Oyj,Stock
XFMY,America,USD,PNK,"XFormity Technologies, Inc.",Stock
NAT,America,USD,NYQ,Nordic American Tankers Limited,Stock
VBP.AX,Asia,AUD,ASX,VANEYK BAP UNIT,Stock
MNCN.JK,Asia,IDR,JKT,Media Nusantara Citra Tbk.,Stock
DMO,America,USD,NYQ,Western Asset Mortgage Defined ,Stock
6285.TW,Asia,TWD,TAI,WISTRON NEWEB CORP TWD10,Stock
CTSO,America,USD,OBB,Cytosorbents Corporation,Stock
DMF,America,USD,ASE,"Dreyfus Municipal Income, Inc. ",Stock
DMD,America,USD,NYQ,"Demand Media, Inc.",Stock
KUOB.MX,America,MXN,MEX,"Grupo Kuo, S.A.B. de C.V.",Stock
DMB,America,USD,NYQ,Dreyfus Municipal Bond Infrastr,Stock
CTSH,America,USD,NMS,Cognizant Technology Solutions Corporation,Stock
LW.TO,America,CAD,TOR,Leisureworld Senior Care Corp.,Stock
MCW.V,America,CAD,VAN,MCW Energy Group Limited,Stock
FBEC,America,USD,PNK,"Frontier Beverage Company, Inc.",Stock
C8R.SI,Asia,SGD,SES,Jiutian Chemical Group Limited,Stock
XAB.F,Europe,EUR,FRA,NETLIST,Stock
NZ.V,America,CAD,VAN,New Zealand Energy Corporation,Stock
DPSGY,America,USD,PNK,Deutsche Post AG,Stock
OHRP,America,USD,NCM,"Ohr Pharmaceutical, Inc.",Stock
SOME,America,USD,PNK,Somerset Trust Holding Company,Stock
AOLS,America,USD,PNK,Aeolus Pharmaceuticals Inc.,Stock
STT-PC,America,USD,NYQ,State Street Corporation Dep Sh,Stock
LORL,America,USD,NMS,"Loral Space & Communications, Inc.",Stock
KLBF.JK,Asia,IDR,JKT,Kalbe Farma Tbk.,Stock
SCIO,America,USD,OBB,Scio Diamond Technology Corporation,Stock
JAIPAN.BO,Asia,INR,BSE,Jaipan Industries Ltd,Stock
NAK,America,USD,ASE,Northern Dynasty Minerals Ltd.,Stock
DRKOF,America,USD,PNK,Newcastle Energy Corp.,Stock
INDB,America,USD,NMS,Independent Bank Corp.,Stock
601117.SS,Asia,CNY,SHH,CHINA NATIONAL CHEMICAL ENGINEE,Stock
BHRT,America,USD,PNK,"Bioheart, Inc.",Stock
N03.SI,Asia,SGD,SES,Neptune Orient Lines Limited,Stock
KIRK,America,USD,NMS,Kirkland's Inc.,Stock
MMM.F,Europe,EUR,FRA,3M,Stock
VCLD,America,USD,PNK,"Verecloud, Inc.",Stock
SIX,America,USD,NYQ,Six Flags Entertainment Corporation,Stock
PUCCF,America,USD,PNK,Pancontinental Uranium Corporation,Stock
FFN,America,USD,NGM,FriendFinder Networks Inc.,Stock
DNBF,America,USD,NCM,DNB Financial Corp.,Stock
WHLR,America,USD,NCM,"Wheeler Real Estate Investment Trust, Inc.",Stock
WEBK,America,USD,NCM,"Wellesley Bancorp, Inc.",Stock
QPDC,America,USD,PNK,Quality Products Inc.,Stock
UNL.MI,Europe,EUR,MIL,UNI LAND,Stock
IHT,America,USD,ASE,Innsuites Hospitality Trust,Stock
SIR,America,USD,NYQ,Select Income REIT Common Share,Stock
MDGN,America,USD,ASE,"Medgenics, Inc.",Stock
SIM,America,USD,ASE,Grupo Simec S.A.B. de C.V.,Stock
VCLT,America,USD,NGM,Vanguard Long-Term Corporate Bond ETF,Stock
BFS,America,USD,NYQ,Saul Centers Inc.,Stock
SID,America,USD,NYQ,Companhia Siderurgica Nacional,Stock
IHC,America,USD,NYQ,Independence Holding Co.,Stock
SIG,America,USD,NYQ,Signet Jewelers Limited,Stock
IHD,America,USD,NYQ,Voya Emerging Markets High Inco,Stock
XIX.MU,Europe,EUR,MUN,XILINX,Stock
NJ6A.F,Europe,EUR,FRA,MILL CITY GOLD,Stock
CNEP,America,USD,PNK,CHINA NORTH EAST PET,Stock
NAMG,America,USD,PNK,North American Oil & Gas Corp.,Stock
3900.HK,Asia,HKD,HKG,Greentown China Holdings Limited,Stock
NAME,America,USD,NMS,"Rightside Group, Ltd.",Stock
CNET,America,USD,NCM,"ChinaNet Online Holdings, Inc.",Stock
CSKL,America,USD,PNK,"Catskill Hudson Bancorp, Inc.",Stock
BBEP,America,USD,NMS,Breitburn Energy Partners L.P.,Stock
RGLS,America,USD,NGM,Regulus Therapeutics Inc.,Stock
UTHR,America,USD,NMS,United Therapeutics Corporation,Stock
NZTCY,America,USD,PNK,Spark New Zealand Limited,Stock
ACWI,America,USD,NGM,iShares MSCI ACWI,Stock
VIV.MI,Europe,EUR,MIL,Vivendi Soci,Stock
PODD,America,USD,NMS,Insulet Corporation,Stock
DISCK,America,USD,NMS,"Discovery Communications, Inc.",Stock
MQLYF,America,USD,PNK,MIQUEL Y COSTAS MIQU,Stock
SUV.V,America,CAD,VAN,Star Minerals Group Limited,Stock
ANRGD,America,USD,PNK,Alter NRG Corp.,Stock
2369.HK,Asia,HKD,HKG,Coolpad Group Limited,Stock
DISCB,America,USD,NMS,"Discovery Communications, Inc.",Stock
DISCA,America,USD,NMS,"Discovery Communications, Inc.",Stock
ALFE,America,USD,PNK,CNK Global Inc.,Stock
RGA,America,USD,NYQ,Reinsurance Group of America Inc.,Stock
GYTI,America,USD,PNK,"Gyrotron Technology, Inc.",Stock
CLR.TO,America,CAD,TOR,Clearwater Seafoods Incorporated,Stock
YGE,America,USD,NYQ,Yingli Green Energy Holding Co. Ltd.,Stock
OTSO.ST,Europe,NOK,STO,OCEANTEAM SHIPPING,Stock
DEE.TO,America,CAD,TOR,Delphi Energy Corp.,Stock
AWC.AX,Asia,AUD,ASX,Alumina Ltd.,Stock
SBNYW,America,USD,NMS,Signature Bank,Stock
BAMM,America,USD,NMS,Books-A-Million Inc.,Stock
MVAC,America,USD,PNK,"MotorVac Technologies, Inc.",Stock
WALMEXV.MX,America,MXN,MEX,Wal-Mart de Mexico SAB De CV,Stock
NVZMF,America,USD,PNK,Novozymes A/S,Stock
VIRC,America,USD,NGM,Virco Mfg. Corporation,Stock
VBFC,America,USD,NCM,Village Bank & Trust Financial Corp.,Stock
EVER,America,USD,NYQ,EverBank Financial Corp.,Stock
NVZMY,America,USD,PNK,Novozymes A/S,Stock
XAND,America,USD,PNK,"Xanadoo Company, LLC",Stock
0592.HK,Asia,HKD,HKG,Bossini International Holdings Limited,Stock
NRGXQ,America,USD,PNK,Neurologix Inc.,Stock
HIMX,America,USD,NMS,"Himax Technologies, Inc.",Stock
NPNZF,America,USD,PNK,NIPPON ANTENNA CO LT,Stock
OZM,America,USD,NYQ,Och-Ziff Capital Management Group LLC,Stock
TOUP.PA,Europe,EUR,PAR,Touax SCA,Stock
STGN.SW,Europe,CHF,EBS,STARRAG GROUP HD N,Stock
LFVN,America,USD,NCM,Lifevantage Corporation,Stock
600276.SS,Asia,CNY,SHH,JIANGSU HENGRUI ME 'A'CNY1,Stock
BYLK,America,USD,NCM,Baylake Corp.,Stock
SGDBF,America,USD,PNK,SAN-IN GODO BANK LTD,Stock
SATCQ,America,USD,PNK,Satcon Technology Corporation,Stock
TWMJF,America,USD,PNK,Tweed Marijuana Inc.,Stock
DXPS,America,USD,NGM,WisdomTree United Kingdom Hedged Eq ETF,Stock
CS.PA,Europe,EUR,PAR,AXA Group,Stock
MCX.MU,Europe,EUR,MUN,MCCORMICK NON VTG,Stock
5049@BN.KL,Asia,MYR,KLS,COUNTRY VIEW BHD,Stock
PRRUF,America,USD,PNK,Prima Biomed Ltd.,Stock
MOVE,America,USD,NMS,"Move, Inc.",Stock
JBFCF,America,USD,PNK,Jollibee Foods Corp.,Stock
UBCP,America,USD,NCM,United Bancorp Inc.,Stock
BIM.PA,Europe,EUR,PAR,bioM,Stock
WES,America,USD,NYQ,Western Gas Partners LP,Stock
ADSK,America,USD,NMS,"Autodesk, Inc.",Stock
SIE.L,Europe,EUR,LSE,Siemens Aktiengesellschaft,Stock
ISN.AX,Asia,AUD,ASX,iSonea Limited,Stock
ROSN.ME,Europe,RUB,MCX,ROSNEFT OIL,Stock
VKI,America,USD,ASE,Invesco Advantage Municipal Inc,Stock
LNNGF,America,USD,PNK,Li Ning Company Limited,Stock
ADSU,America,USD,PNK,"Aden Solutions, Inc.",Stock
8220.HK,Asia,HKD,HKG,Bingo Group Holdings Limited,Stock
SRCE,America,USD,NMS,1st Source Corporation,Stock
NEI.V,America,CAD,VAN,Brisio Innovations Inc.,Stock
WPTIF,America,USD,PNK,WPT Industrial Real Estate Investment Trust,Stock
7121.KL,Asia,MYR,KLS,XIAN LENG HOLDINGS BHD,Stock
PINFRA.MX,America,MXN,MEX,Promotora y Operadora de Infraestructura SAB de CV,Stock
RDM.MC,Europe,EUR,MCE,RENO DE MEDICI,Stock
JGLD,America,USD,PNK,"Jubilee4 Gold, Inc.",Stock
JHIUF,America,USD,PNK,James Hardie Industries plc,Stock
INN-UN.TO,America,CAD,TOR,InnVest Real Estate Investment Trust,Stock
BIOYF,America,USD,PNK,BioSyent Inc.,Stock
SFST,America,USD,NGM,"Southern First Bancshares, Inc.",Stock
BGE-PB,America,USD,NYQ,Bge Cap Trust II 6.20% Trust Pr,Stock
AGI,America,USD,NYQ,Alamos Gold Inc.,Stock
EDE,America,USD,NYQ,The Empire District Electric Company,Stock
TOT.MI,Europe,EUR,MIL,TOTAL S.A.,Stock
QLYS,America,USD,NMS,"Qualys, Inc.",Stock
AGM,America,USD,NYQ,Federal Agricultural Mortgage Corp.,Stock
AGN,America,USD,NYQ,Allergan Inc.,Stock
AGO,America,USD,NYQ,Assured Guaranty Ltd.,Stock
CTLT,America,USD,NYQ,"Catalent, Inc.",Stock
AGC,America,USD,NYQ,Advent Claymore Convertible Sec,Stock
AGD,America,USD,NYQ,Alpine Global Dynamic Dividend ,Stock
FPH.NZ,Asia,NZD,NZE,Fisher & Paykel Healthcare Corporation Limited,Stock
HYMLF,America,USD,PNK,HYUNDAI MOTOR CO LTD,Stock
ANTM.JK,Asia,IDR,JKT,Aneka Tambang (Persero) Tbk.,Stock
AGX,America,USD,NYQ,"Argan, Inc.",Stock
XI.V,America,CAD,VAN,Exclamation Investments Corporation,Stock
CTLE,America,USD,PNK,Nano Labs Corp.,Stock
AGU,America,USD,NYQ,Agrium Inc.,Stock
HUSI-PF,America,USD,NYQ,"HSBC USA, Inc. Preferred Series",Stock
BFAM,America,USD,NYQ,"Bright Horizons Family Solutions, Inc.",Stock
XYTS,America,USD,PNK,"Xytos, Inc.",Stock
CBAK,America,USD,NGM,"China BAK Battery, Inc.",Stock
LNG,America,USD,ASE,"Cheniere Energy, Inc.",Stock
LND,America,USD,NYQ,Brasilagro Companhia Brasileira de Propriedades Agr,Stock
CBAN,America,USD,NGM,Colony Bankcorp Inc.,Stock
HUSI-PH,America,USD,NYQ,"HSBC USA, Inc. Depositary Sh re",Stock
NICL.L,Europe,GBP,LSE,NICHOLS,Stock
SCAR3.SA,America,BRL,SAO,SAO CARLOS  -ON      NM,Stock
TSE1.F,Europe,EUR,FRA,TOSHIBA CORP,Stock
WAFD,America,USD,NMS,Washington Federal Inc.,Stock
FTSL,America,USD,NGM,First Trust Senior Loan ETF,Stock
FTSM,America,USD,NGM,First Trust Enhanced Short Maturity ETF,Stock
CBAY,America,USD,NCM,CymaBay Therapeutics Inc.,Stock
HUSI-PZ,America,USD,NYQ,"HSBC USA, Inc. Preferred Stock",Stock
NORFF,America,USD,PNK,North Group Finance Ltd.,Stock
NGPHF,America,USD,PNK,Northern Graphite Corporation,Stock
VELTF,America,USD,PNK,Velti Plc,Stock
SN.V,America,CAD,VAN,Sennen Potash Corporation,Stock
TS-B.TO,America,CAD,TOR,Torstar Corporation,Stock
LSA.AX,Asia,AUD,ASX,Lachlan Star Limited,Stock
0493.HK,Asia,HKD,HKG,GOME Electrical Appliances Holding Limited,Stock
SN.L,Europe,GBP,LSE,Smith & Nephew plc,Stock
WIKA.JK,Asia,IDR,JKT,Wijaya Karya (Persero) Tbk.,Stock
0825.HK,Asia,HKD,HKG,New World Department Store China Ltd.,Stock
CEBTF,America,USD,PNK,Citychamp Watch & Jewellery Group Limited,Stock
WTFPP,America,USD,PNK,WINTRUST FINANCIAL,Stock
1929.HK,Asia,HKD,HKG,Chow Tai Fook Jewellery Group Ltd.,Stock
CEY.L,Europe,GBP,LSE,Centamin Plc,Stock
PUC.V,America,CAD,VAN,Pancontinental Uranium Corporation,Stock
NRE.F,Europe,EUR,FRA,NOKIAN TYRES,Stock
HBC.TO,America,CAD,TOR,Hudson's Bay Company,Stock
XTGRF,America,USD,PNK,Xtra-Gold Resources Corp.,Stock
VTIFF,America,USD,PNK,Valdor Technology International Inc.,Stock
GCBC,America,USD,NCM,"Greene County Bancorp, Inc.",Stock
FP.TO,America,CAD,TOR,FP Canadian Newspapers Limited Partnership,Stock
CEP,America,USD,ASE,Constellation Energy Partners LLC,Stock
NEWP,America,USD,NMS,Newport Corp.,Stock
VAX.V,America,CAD,VAN,Vantex Resources Ltd.,Stock
TRB.V,America,CAD,VAN,Tribute Resources Inc.,Stock
UMB.V,America,CAD,VAN,Umbral Energy Corp.,Stock
UFLEX.NS,Asia,INR,NSI,Uflex Limited,Stock
RFIVF,America,USD,PNK,Resource Finance & Investment Ltd.,Stock
WFTSF,America,USD,PNK,Wavefront Technology Solutions Inc.,Stock
JSDA,America,USD,PNK,Jones Soda Co.,Stock
MACK,America,USD,NGM,"Merrimack Pharmaceuticals, Inc.",Stock
IFNNY,America,USD,PNK,Infineon Technologies AG,Stock
UDIS.PA,Europe,EUR,PAR,U10 SA,Stock
NXU.DU,Europe,EUR,DUS,NEXUS,Stock
0220.HK,Asia,HKD,HKG,Uni-President China Holdings Ltd,Stock
TRB.L,Europe,GBP,LSE,Tribal Group plc,Stock
CCMP,America,USD,NMS,Cabot Microelectronics Corporation,Stock
SUGO,America,USD,PNK,"American Mineral Group, Inc.",Stock
PDM,America,USD,NYQ,Piedmont Office Realty Trust Inc.,Stock
BEAT,America,USD,NMS,"BioTelemetry, Inc.",Stock
PDI,America,USD,NYQ,PIMCO Dynamic Income Fund Commo,Stock
PDT,America,USD,NYQ,John Hancock Premium Dividend F,Stock
YIPI,America,USD,PNK,"Yippy, Inc.",Stock
DAO.F,Europe,EUR,FRA,DAINIPPON SCREEN,Stock
PDS,America,USD,NYQ,Precision Drilling Corporation,Stock
LEXVF,America,USD,PNK,Lexam VG Gold Inc.,Stock
AVSIF,America,USD,PNK,Advanced Vision Technology Ltd.,Stock
RDI.TO,America,CAD,TOR,Rockwell Diamonds Inc.,Stock
NVT.AX,Asia,AUD,ASX,Navitas Limited,Stock
MJMJ,America,USD,OBB,"The MaryJane Group, Inc.",Stock
UKW.L,Europe,GBP,LSE,Greencoat UK Wind,Stock
NEWN,America,USD,PNK,New Energy Systems Group,Stock
MYN,America,USD,NYQ,Blackrock MuniYield New York Qu,Stock
MYL,America,USD,NMS,"Mylan, Inc.",Stock
MYM,America,USD,NYQ,Blackrock MuniYield Michigan Qu,Stock
MYJ,America,USD,NYQ,"BlackRock MuniYield New Jersey Fund, Inc.",Stock
MYI,America,USD,NYQ,Blackrock MuniYield Quality Fun,Stock
MYF,America,USD,NYQ,BlackRock MuniYield Investment Fund,Stock
MYD,America,USD,NYQ,"Blackrock MuniYield Fund, Inc.",Stock
MYE,America,USD,NYQ,Myers Industries Inc.,Stock
WNDM,America,USD,PNK,"Wound Management Technologies, Inc.",Stock
S,America,USD,NYQ,Sprint Corporation,Stock
FCUUF,America,USD,PNK,Fission Uranium Corp.,Stock
RESI,America,USD,NYQ,Altisource Residential Corporation,Stock
ROSYY,America,USD,PNK,Open Joint Stock Company Long-Distance and International Telecommunications Rostelecom,Stock
VET.SW,Europe,CHF,EBS,VETROPACK,Stock
VOC.MC,Europe,EUR,MCE,VOCENTO R,Stock
N8I.F,Europe,EUR,FRA,NORTHERN IRON,Stock
AZNVF,America,USD,PNK,ARCTURUS VENTURES IN,Stock
GSON,America,USD,PNK,Grayson Bankshares Inc.,Stock
RRL.AX,Asia,AUD,ASX,Regis Resources Limited,Stock
ASRVP,America,USD,NGM,AmeriServ Financial Inc.,Stock
UGPA3.SA,America,BRL,SAO,ULTRAPAR    -ON      NM,Stock
LRTR,America,USD,PNK,LL&E; Royalty Trust,Stock
XCC.F,Europe,EUR,FRA,CSE GLOBAL,Stock
YEVN,America,USD,PNK,"YOUR EVENT, INC.",Stock
WHLX,America,USD,PNK,WLMG Holding Inc.,Stock
FTO.F,Europe,EUR,FRA,FEINTOOL INTL N,Stock
NMGNF,America,USD,PNK,NORTHERN MANGANESE L,Stock
EXN.F,Europe,EUR,FRA,XINREN ALUMINUM,Stock
ZIGGO.AS,Europe,EUR,AMS,ZIGGO,Stock
BDBR.MI,Europe,EUR,MIL,Banco di Desio e della Brianza S.p.A.,Stock
OMER,America,USD,NGM,Omeros Corporation,Stock
RAND.AS,Europe,EUR,AMS,RANDSTAD HOLDING,Stock
WTMK,America,USD,PNK,Whitemark Homes Inc.,Stock
WWSG,America,USD,PNK,Worldwide Strategies Inc.,Stock
NWR.L,Europe,GBP,LSE,New World Resources Plc,Stock
BKE,America,USD,NYQ,"The Buckle, Inc.",Stock
BKD,America,USD,NYQ,Brookdale Senior Living Inc.,Stock
BKK,America,USD,NYQ,BlackRock Municipal 2020 Term Trust,Stock
BKJ,America,USD,ASE,"Bancorp Of New Jersey, Inc.",Stock
BKH,America,USD,NYQ,Black Hills Corporation,Stock
BKN,America,USD,NYQ,BlackRock Investment Quality Municipal Trust Inc.,Stock
XCY.F,Europe,EUR,FRA,OPKO HEALTH,Stock
XA4.F,Europe,EUR,FRA,CARMAX,Stock
BKS,America,USD,NYQ,"Barnes & Noble, Inc.",Stock
AUROPHARM.NS,Asia,INR,NSI,AUROBINDO PHARMA NPP DEPO,Stock
BKW,America,USD,NYQ,"Burger King Worldwide, Inc.",Stock
MSFT,America,USD,NMS,Microsoft Corporation,Stock
BKU,America,USD,NYQ,"BankUnited, Inc.",Stock
BKT,America,USD,NYQ,"BlackRock Income Trust, Inc.",Stock
TEVA.TA,Asia,ILS,TLV,TEVA PHARMA IND,Stock
TRLG,America,USD,NMS,"True Religion Apparel, Inc.",Stock
CLDX,America,USD,NMS,"Celldex Therapeutics, Inc.",Stock
NL5.F,Europe,EUR,FRA,NEWSPHONE HELLAS,Stock
CLDT,America,USD,NYQ,Chatham Lodging Trust,Stock
VRL.AX,Asia,AUD,ASX,Village Roadshow Limited,Stock
ANET,America,USD,NYQ,"Arista Networks, Inc.",Stock
TSCRF,America,USD,PNK,"theScore, Inc.",Stock
CXPO,America,USD,NGM,Crimson Exploration Inc.,Stock
NNLX,America,USD,PNK,NanoLogix Inc.,Stock
UEIC,America,USD,NMS,Universal Electronics Inc.,Stock
FITB,America,USD,NMS,Fifth Third Bancorp,Stock
CPLY,America,USD,PNK,"China Premium Lifestyle Enterprise, Inc.",Stock
NEPT,America,USD,NCM,"Neptune Technologies & Bioressources, Inc.",Stock
TNGRY,America,USD,PNK,TANGIERS PETROLEUM,Stock
RO.SW,Europe,CHF,EBS,ROCHE HLDG,Stock
VSAR,America,USD,NMS,"Versartis, Inc.",Stock
NEPH,America,USD,OBB,"Nephros, Inc.",Stock
VSAT,America,USD,NMS,ViaSat Inc.,Stock
GTWN,America,USD,NCM,Georgetown Bancorp Inc.,Stock
VWS.BE,Europe,EUR,BER,VESTAS WIND SYSTEMS,Stock
LANC,America,USD,NMS,Lancaster Colony Corporation,Stock
AETI,America,USD,NCM,"American Electric Technologies, Inc",Stock
LTBR,America,USD,NCM,Lightbridge Corp.,Stock
UDWKD,America,USD,PNK,US Dataworks Inc.,Stock
10726613.MA,Europe,EUR,MAD,C.DUERO NCRPS,Stock
ICCC,America,USD,NCM,ImmuCell Corp.,Stock
B5A.DE,Europe,EUR,GER,BAUER Aktiengesellschaft,Stock
TBIO,America,USD,NCM,Transgenomic Inc.,Stock
BRHM,America,USD,PNK,Brenham Oil & Gas Corp.,Stock
CIZN,America,USD,NGM,Citizens Holding Company,Stock
BCBP,America,USD,NGM,BCB Bancorp Inc.,Stock
IMKTA,America,USD,NMS,"Ingles Markets, Incorporated",Stock
KLBAY,America,USD,PNK,Klabin S.A.,Stock
VAH.AX,Asia,AUD,ASX,Virgin Australia Holdings Limited,Stock
VTTI,America,USD,NYQ,VTTI Energy Partners LP,Stock
XENT,America,USD,NGM,"Intersect ENT, Inc.",Stock
AXESCPA.MX,America,MXN,MEX,AXESCP A,Stock
RBI.TO,America,CAD,TOR,"RB Energy, Inc.",Stock
HIG,America,USD,NYQ,"The Hartford Financial Services Group, Inc.",Stock
2412.TW,Asia,TWD,TAI,CHUNGHWA TELECOM TWD10,Stock
IRET,America,USD,NYQ,Investors Real Estate Trust,Stock
CRNT,America,USD,NMS,Ceragon Networks Ltd.,Stock
HIO,America,USD,NYQ,Western Asset High Income Oppor,Stock
FFCO,America,USD,NCM,FedFirst Financial Corp.,Stock
SVM,America,USD,NYQ,Silvercorp Metals Inc.,Stock
WEQ.TO,America,CAD,TOR,WesternOne Inc.,Stock
